aX,aY,aZ,gX,gY,gZ
0.537,0.794,0.437,0.592,0.545,0.655
0.538,0.725,0.47,0.618,0.527,0.633
0.532,0.675,0.486,0.596,0.512,0.605
0.541,0.652,0.495,0.553,0.504,0.572
0.535,0.664,0.489,0.502,0.504,0.539

0.469,0,0.488,0.507,0.485,0.595
0.409,0,0.501,0.495,0.482,0.621
0.343,0,0.509,0.477,0.482,0.646
0.306,0.032,0.515,0.461,0.483,0.669
0.27,0.1,0.516,0.451,0.488,0.69
0.231,0.18,0.527,0.447,0.495,0.707
0.189,0.275,0.525,0.446,0.505,0.72
0.166,0.395,0.508,0.449,0.518,0.727
0.162,0.623,0.492,0.456,0.532,0.727
0.236,0.877,0.471,0.488,0.541,0.72
0.403,0.954,0.485,0.55,0.54,0.706
0.494,0.881,0.483,0.61,0.529,0.685
0.449,0.747,0.528,0.633,0.515,0.655
0.456,0.697,0.531,0.602,0.509,0.617
0.476,0.658,0.535,0.553,0.513,0.576

0.45,0.154,0.506,0.474,0.496,0.554
0.444,0.124,0.491,0.477,0.495,0.575
0.436,0.076,0.466,0.488,0.493,0.6
0.389,0.064,0.463,0.498,0.489,0.63
0.33,0.06,0.488,0.502,0.483,0.663
0.271,0.067,0.512,0.498,0.48,0.693
0.199,0.128,0.534,0.484,0.483,0.717
0.125,0.228,0.546,0.464,0.491,0.734
0.091,0.348,0.538,0.448,0.505,0.744
0.11,0.495,0.525,0.44,0.522,0.745
0.152,0.769,0.492,0.448,0.537,0.736
0.268,0.979,0.494,0.49,0.544,0.721
0.394,0.993,0.545,0.559,0.542,0.701
0.405,0.886,0.584,0.611,0.535,0.676
0.384,0.777,0.59,0.616,0.529,0.646
