aX,aY,aZ,gX,gY,gZ
0.238,0.416,0.68,0.449,0.66,0.473
0.198,0.404,0.621,0.454,0.682,0.464
0.174,0.363,0.558,0.463,0.699,0.457
0.164,0.362,0.498,0.472,0.71,0.453
0.188,0.355,0.435,0.487,0.714,0.454
0.246,0.361,0.354,0.508,0.715,0.462
0.334,0.397,0.267,0.533,0.711,0.478
0.423,0.403,0.197,0.557,0.698,0.496
0.491,0.383,0.149,0.572,0.675,0.508
0.553,0.391,0.119,0.563,0.643,0.509
0.616,0.383,0.112,0.537,0.607,0.502
0.585,0.404,0.121,0.497,0.573,0.493
0.585,0.429,0.158,0.463,0.543,0.485

0.383,0.283,0.8,0.484,0.534,0.497
0.347,0.315,0.796,0.463,0.563,0.497
0.31,0.358,0.773,0.448,0.598,0.492
0.274,0.411,0.722,0.442,0.634,0.483
0.245,0.428,0.654,0.448,0.666,0.473
0.203,0.423,0.582,0.462,0.689,0.466
0.181,0.398,0.511,0.481,0.703,0.463
0.191,0.379,0.432,0.506,0.711,0.466
0.23,0.364,0.356,0.532,0.716,0.475
0.27,0.352,0.291,0.556,0.715,0.493
0.355,0.356,0.223,0.567,0.705,0.511
0.443,0.334,0.142,0.563,0.684,0.52
0.515,0.365,0.092,0.536,0.651,0.52
0.553,0.396,0.055,0.501,0.611,0.51
0.565,0.435,0.059,0.471,0.571,0.5
